question_key	question
Sooth_QGen#99e5a0308a46	Will the Kalshi YES mid-market price for Milwaukee (San Francisco vs Milwaukee) land in the 90-100¢ bucket at game start (2026-06-04)?
Sooth_QGen#99f7f2c5181e	Will the Kalshi YES mid-market price for Toronto (New York Y vs Toronto) land in the 20-30¢ bucket at game start (2026-06-13)?
Sooth_QGen#99faef43d910	Will the Kalshi YES mid-market price for Arizona (Los Angeles D vs Arizona) land in the 70-80¢ bucket at game start (2026-06-05)?
Sooth_QGen#9a0e6a454b27	Will the Kalshi YES mid-market price for Pittsburgh (Miami vs Pittsburgh) land in the 60-70¢ bucket at game start (2026-06-12)?
Sooth_QGen#9a2abc5cb5ad	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Minnesota) land in the 70-80¢ bucket at game start (2026-06-06)?
Sooth_QGen#9a2dab41930c	Will the Kalshi YES mid-market price for Texas (Texas vs St. Louis) land in the 70-80¢ bucket at game start (2026-06-03)?
Sooth_QGen#9a31f2158e08	Will the Kalshi YES mid-market price for A's (Pittsburgh vs A's) land in the 10-20¢ bucket at game start (2026-06-16)?
Sooth_QGen#9a38602c4822	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Chicago WS) land in the 20-30¢ bucket at game start (2026-06-09)?
Sooth_QGen#9a3c22ea84dc	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs Colorado) land in the 70-80¢ bucket at game start (2026-06-11)?
Sooth_QGen#9a498e10c086	Will the Kalshi YES mid-market price for Arizona (Washington vs Arizona) land in the 60-70¢ bucket at game start (2026-06-07)?
Sooth_QGen#9a52a6750c2a	Will the Kalshi YES mid-market price for Minnesota (Minnesota vs Pittsburgh) land in the 60-70¢ bucket at game start (2026-05-31)?
Sooth_QGen#9a5864a0b6a1	Will the Kalshi YES mid-market price for Baltimore (Baltimore vs Toronto) land in the 10-20¢ bucket at game start (2026-06-05)?
Sooth_QGen#9a5fab2890d2	Will the Kalshi YES mid-market price for Cleveland (Boston vs Cleveland) land in the 80-90¢ bucket at game start (2026-05-29)?
Sooth_QGen#9a6549b4fe0d	Will the Kalshi YES mid-market price for St. Louis (St. Louis vs Minnesota) land in the 50-60¢ bucket at game start (2026-06-13)?
Sooth_QGen#9a8ef0377c16	Will the Kalshi YES mid-market price for Seattle (Seattle vs A's) land in the 90-100¢ bucket at game start (2026-05-27)?
Sooth_QGen#9a96f4130357	Will the Kalshi YES mid-market price for Atlanta (Pittsburgh vs Atlanta) land in the 30-40¢ bucket at game start (2026-06-06)?
Sooth_QGen#9aa025c68a63	Will the Kalshi YES mid-market price for Chicago (Will Chicago win the Chicago vs Carolina Pro Football game) land in the 70-80¢ bucket at game start (2026-09-13)?
Sooth_QGen#9aaa53a24771	Will the Kalshi YES mid-market price for Colorado (San Francisco vs Colorado) land in the 20-30¢ bucket at game start (2026-05-30)?
Sooth_QGen#9ac7577e3568	Will the Kalshi YES mid-market price for Miami (Miami vs Philadelphia) land in the 60-70¢ bucket at game start (2026-06-15)?
Sooth_QGen#9ad5de60d5f2	Will the Kalshi YES mid-market price for Kansas City (Houston vs Kansas City) land in the 40-50¢ bucket at game start (2026-06-13)?
Sooth_QGen#9ada4130e185	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs San Francisco) land in the 50-60¢ bucket at game start (2026-06-13)?
Sooth_QGen#9aeb785b42c0	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Cincinnati) land in the 20-30¢ bucket at game start (2026-06-02)?
Sooth_QGen#9b00afacc5d9	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Houston) land in the 80-90¢ bucket at game start (2026-06-05)?
Sooth_QGen#9b2362a8faa9	Will the Kalshi YES mid-market price for Arizona (Washington vs Arizona) land in the 50-60¢ bucket at game start (2026-06-06)?
Sooth_QGen#9b2795ca580a	Will the Kalshi YES mid-market price for Cleveland (New York Y vs Cleveland) land in the 80-90¢ bucket at game start (2026-06-09)?
Sooth_QGen#9b45e6e997fa	Will the Kalshi YES mid-market price for New York M (New York M vs Seattle) land in the 30-40¢ bucket at game start (2026-06-02)?
Sooth_QGen#9b530a6f18e2	Will the Kalshi YES mid-market price for Green Bay (Will Green Bay win the Green Bay vs Minnesota Pro Football game) land in the 40-50¢ bucket at game start (2026-09-13)?
Sooth_QGen#9b549d025a8a	Will the Kalshi YES mid-market price for Seattle (Arizona vs Seattle) land in the 30-40¢ bucket at game start (2026-05-31)?
Sooth_QGen#9b5cac3617fd	Will the Kalshi YES mid-market price for Miami (Miami vs Washington) land in the 10-20¢ bucket at game start (2026-06-01)?
Sooth_QGen#9b5f4603ce84	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs Colorado) land in the 60-70¢ bucket at game start (2026-06-11)?
Sooth_QGen#9b61835456d3	Will the Kalshi YES mid-market price for Washington (Washington vs Cleveland) land in the 0-10¢ bucket at game start (2026-05-27)?
Sooth_QGen#9b7185cc64eb	Will the Kalshi YES mid-market price for Washington (Washington vs San Francisco) land in the 80-90¢ bucket at game start (2026-06-10)?
Sooth_QGen#9b810227888e	Will the Kalshi YES mid-market price for Baltimore (San Diego vs Baltimore) land in the 60-70¢ bucket at game start (2026-06-14)?
Sooth_QGen#9b8ba507d935	Will the Kalshi YES mid-market price for San Francisco (Arizona vs San Francisco) land in the 20-30¢ bucket at game start (2026-05-27)?
Sooth_QGen#9bb7c43aee6e	Will the Kalshi YES mid-market price for Houston (Houston vs Kansas City) land in the 80-90¢ bucket at game start (2026-06-13)?
Sooth_QGen#9bb89d54a033	Will the Kalshi YES mid-market price for Texas (Texas vs St. Louis) land in the 20-30¢ bucket at game start (2026-06-02)?
Sooth_QGen#9bc075069944	Will the Kalshi YES mid-market price for Miami (Miami vs Pittsburgh) land in the 90-100¢ bucket at game start (2026-06-12)?
Sooth_QGen#9bc905a61ec5	Will the Kalshi YES mid-market price for Arizona (Arizona vs San Francisco) land in the 20-30¢ bucket at game start (2026-05-27)?
Sooth_QGen#9bcb54bf75dd	Will the Kalshi YES mid-market price for Chicago WS (Chicago WS vs Philadelphia) land in the 30-40¢ bucket at game start (2026-06-07)?
Sooth_QGen#9bd1b7cd2e9d	Will the Kalshi YES mid-market price for Seattle (Arizona vs Seattle) land in the 50-60¢ bucket at game start (2026-05-30)?
Sooth_QGen#9bdda72400f5	Will the Kalshi YES mid-market price for Colorado (Milwaukee vs Colorado) land in the 50-60¢ bucket at game start (2026-06-06)?
Sooth_QGen#9be1b087da65	Will the Kalshi YES mid-market price for Atlanta (Will Atlanta win the Atlanta vs Pittsburgh Pro Football game) land in the 70-80¢ bucket at game start (2026-09-13)?
Sooth_QGen#9bfe8a6a248a	Will the Kalshi YES mid-market price for Philadelphia (San Diego vs Philadelphia) land in the 20-30¢ bucket at game start (2026-06-02)?
Sooth_QGen#9c09f8b53598	Will the Kalshi YES mid-market price for Texas (Texas vs St. Louis) land in the 40-50¢ bucket at game start (2026-06-03)?
Sooth_QGen#9c17f1588f65	Will the Kalshi YES mid-market price for Cincinnati (Arizona vs Cincinnati) land in the 60-70¢ bucket at game start (2026-06-13)?
Sooth_QGen#9c1cec63f37a	Will the Kalshi YES mid-market price for Cleveland (New York Y vs Cleveland) land in the 60-70¢ bucket at game start (2026-06-08)?
Sooth_QGen#9c3f32dd5359	Will the Kalshi YES mid-market price for Minnesota (Minnesota vs Detroit) land in the 10-20¢ bucket at game start (2026-06-11)?
Sooth_QGen#9c451cce6168	Will the Kalshi YES mid-market price for Tampa Bay (Los Angeles A vs Tampa Bay) land in the 80-90¢ bucket at game start (2026-05-31)?
Sooth_QGen#9c46e73b2dcc	Will the Kalshi YES mid-market price for St. Louis (Chicago C vs St. Louis) land in the 20-30¢ bucket at game start (2026-05-30)?
Sooth_QGen#9c5d02eeff7d	Will the Kalshi YES mid-market price for New York Y (Cleveland vs New York Y) land in the 30-40¢ bucket at game start (2026-06-02)?
Sooth_QGen#9c64e18b69cb	Will the Kalshi YES mid-market price for San Francisco (San Francisco vs Colorado) land in the 40-50¢ bucket at game start (2026-05-31)?
Sooth_QGen#9c79db8e2538	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Chicago WS) land in the 40-50¢ bucket at game start (2026-06-14)?
Sooth_QGen#9c8e75489c02	Will the Kalshi YES mid-market price for Los Angeles A (Los Angeles A vs Tampa Bay) land in the 90-100¢ bucket at game start (2026-05-29)?
Sooth_QGen#9c960af14e51	Will the Kalshi YES mid-market price for Detroit (Minnesota vs Detroit) land in the 40-50¢ bucket at game start (2026-06-10)?
Sooth_QGen#9c9990008648	Will the Kalshi YES mid-market price for Boston (Boston vs New York Y) land in the 0-10¢ bucket at game start (2026-06-05)?
Sooth_QGen#9ca49fbf7493	Will the Kalshi YES mid-market price for New York (Game 1: New York at San Antonio) land in the 10-20¢ bucket at game start (2026-06-04)?
Sooth_QGen#9ca5d453ab33	Will the Kalshi YES mid-market price for Washington (San Diego vs Washington) land in the 80-90¢ bucket at game start (2026-05-31)?
Sooth_QGen#9cc157ac08b2	Will the Kalshi YES mid-market price for Houston (A's vs Houston) land in the 70-80¢ bucket at game start (2026-06-06)?
Sooth_QGen#9cddc29eb25d	Will the Kalshi YES mid-market price for Minnesota (Chicago WS vs Minnesota) land in the 90-100¢ bucket at game start (2026-06-03)?
Sooth_QGen#9ce755941fec	Will the Kalshi YES mid-market price for Boston (Boston vs Tampa Bay) land in the 0-10¢ bucket at game start (2026-06-09)?
Sooth_QGen#9d06c7e892e4	Will the Kalshi YES mid-market price for Los Angeles D (Philadelphia vs Los Angeles D) land in the 60-70¢ bucket at game start (2026-05-31)?
Sooth_QGen#9d074e90258b	Will the Kalshi YES mid-market price for Colorado (Chicago C vs Colorado) land in the 90-100¢ bucket at game start (2026-06-11)?
Sooth_QGen#9d19ccf753fe	Will the Kalshi YES mid-market price for Miami (Miami vs Washington) land in the 50-60¢ bucket at game start (2026-06-02)?
Sooth_QGen#9d233db2cc32	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Miami) land in the 50-60¢ bucket at game start (2026-06-07)?
Sooth_QGen#9d252675e199	Will the Kalshi YES mid-market price for Minnesota (Minnesota vs Detroit) land in the 10-20¢ bucket at game start (2026-06-10)?
Sooth_QGen#9d3ea3f527c9	Will the Kalshi YES mid-market price for Los Angeles A (Houston vs Los Angeles A) land in the 20-30¢ bucket at game start (2026-06-11)?
Sooth_QGen#9d4be844adb3	Will the Kalshi YES mid-market price for San Diego (New York M vs San Diego) land in the 60-70¢ bucket at game start (2026-06-07)?
Sooth_QGen#9d4c72d5ebbd	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Arizona) land in the 60-70¢ bucket at game start (2026-06-04)?
Sooth_QGen#9d607f3259c6	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Cincinnati) land in the 90-100¢ bucket at game start (2026-05-29)?
Sooth_QGen#9d9416eb9b5c	Will the Kalshi YES mid-market price for Chicago WS (Chicago WS vs Minnesota) land in the 90-100¢ bucket at game start (2026-06-01)?
Sooth_QGen#9da930f722ed	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Los Angeles A) land in the 90-100¢ bucket at game start (2026-06-13)?
Sooth_QGen#9da98cda5b7c	Will the Kalshi YES mid-market price for Seattle (Arizona vs Seattle) land in the 10-20¢ bucket at game start (2026-05-30)?
Sooth_QGen#9db698600671	Will the Kalshi YES mid-market price for San Francisco (Washington vs San Francisco) land in the 90-100¢ bucket at game start (2026-06-10)?
Sooth_QGen#9dc4f8157fa1	Will the Kalshi YES mid-market price for St. Louis (Cincinnati vs St. Louis) land in the 60-70¢ bucket at game start (2026-06-06)?
Sooth_QGen#9dd56aca71d3	Will the Kalshi YES mid-market price for Los Angeles R (Will Los Angeles R win the San Francisco vs Los Angeles R Pro Football game) land in the 70-80¢ bucket at game start (2026-09-11)?
Sooth_QGen#9dd5cbe5558c	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs A's) land in the 80-90¢ bucket at game start (2026-06-11)?
Sooth_QGen#9e0535c29680	Will the Kalshi YES mid-market price for New York M (Atlanta vs New York M) land in the 40-50¢ bucket at game start (2026-06-12)?
Sooth_QGen#9e37d9d5451c	Will the Kalshi YES mid-market price for Arizona (Arizona vs Miami) land in the 0-10¢ bucket at game start (2026-06-09)?
Sooth_QGen#9e3fc23b4838	Will the Kalshi YES mid-market price for Cleveland (Cleveland vs New York Y) land in the 60-70¢ bucket at game start (2026-06-03)?
Sooth_QGen#9e45c2d2c3fb	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Cincinnati) land in the 80-90¢ bucket at game start (2026-05-31)?
Sooth_QGen#9e9bf690676d	Will the Kalshi YES mid-market price for New York (Game 3: San Antonio at New York) land in the 40-50¢ bucket at game start (2026-06-09)?
Sooth_QGen#9eabdcbbf4b8	Will the Kalshi YES mid-market price for Boston (Boston vs Tampa Bay) land in the 30-40¢ bucket at game start (2026-06-10)?
Sooth_QGen#9eb434f6aba1	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs St. Louis) land in the 40-50¢ bucket at game start (2026-05-29)?
Sooth_QGen#9eb8f7a3d3b1	Will the Kalshi YES mid-market price for San Francisco (San Francisco vs Chicago C) land in the 60-70¢ bucket at game start (2026-06-08)?
Sooth_QGen#9ebcf03a997e	Will the Kalshi YES mid-market price for Miami (Arizona vs Miami) land in the 20-30¢ bucket at game start (2026-06-11)?
Sooth_QGen#9ecf0bcb1f57	Will the Kalshi YES mid-market price for Carolina (Will Carolina win the Chicago vs Carolina Pro Football game) land in the 40-50¢ bucket at game start (2026-09-13)?
Sooth_QGen#9ed22528fe60	Will the Kalshi YES mid-market price for New York Y (New York Y vs Toronto) land in the 90-100¢ bucket at game start (2026-06-13)?
Sooth_QGen#9ef1e12e96d2	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs San Francisco) land in the 50-60¢ bucket at game start (2026-06-14)?
Sooth_QGen#9efd7e3e0beb	Will the Kalshi YES mid-market price for Seattle (Seattle vs Washington) land in the 30-40¢ bucket at game start (2026-06-13)?
Sooth_QGen#9f0a9ac1b27b	Will the Kalshi YES mid-market price for St. Louis (Cincinnati vs St. Louis) land in the 30-40¢ bucket at game start (2026-06-06)?
Sooth_QGen#9f1c7f7f7dec	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Houston) land in the 40-50¢ bucket at game start (2026-06-03)?
Sooth_QGen#9f227d19e3a8	Will the Kalshi YES mid-market price for Milwaukee (San Francisco vs Milwaukee) land in the 50-60¢ bucket at game start (2026-06-01)?
Sooth_QGen#9f4225362fca	Will the Kalshi YES mid-market price for Atlanta (Pittsburgh vs Atlanta) land in the 70-80¢ bucket at game start (2026-06-05)?
Sooth_QGen#9f4d1ae1a5da	Will the Kalshi YES mid-market price for Pittsburgh (Miami vs Pittsburgh) land in the 90-100¢ bucket at game start (2026-06-13)?
Sooth_QGen#9f55e443f232	Will the Kalshi YES mid-market price for Detroit (Detroit vs Tampa Bay) land in the 10-20¢ bucket at game start (2026-06-02)?
Sooth_QGen#9f7db6a4071a	Will the Kalshi YES mid-market price for Chicago C (A's vs Chicago C) land in the 50-60¢ bucket at game start (2026-06-03)?
Sooth_QGen#9f802144bea4	Will the Kalshi YES mid-market price for Tampa Bay (Detroit vs Tampa Bay) land in the 10-20¢ bucket at game start (2026-06-03)?
Sooth_QGen#9f86834b53e5	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles A vs Los Angeles D) land in the 0-10¢ bucket at game start (2026-06-07)?
Sooth_QGen#9f941c788d21	Will the Kalshi YES mid-market price for Pittsburgh (Miami vs Pittsburgh) land in the 20-30¢ bucket at game start (2026-06-12)?
Sooth_QGen#9f95260fce93	Will the Kalshi YES mid-market price for Toronto (New York Y vs Toronto) land in the 10-20¢ bucket at game start (2026-06-14)?
Sooth_QGen#9f9c4f6b824c	Will the Kalshi YES mid-market price for Los Angeles A (Los Angeles A vs Tampa Bay) land in the 10-20¢ bucket at game start (2026-05-30)?
Sooth_QGen#9f9ecd835f02	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Milwaukee) land in the 0-10¢ bucket at game start (2026-06-13)?
Sooth_QGen#9fa35bb21c68	Will the Kalshi YES mid-market price for Colorado (Chicago C vs Colorado) land in the 40-50¢ bucket at game start (2026-06-11)?
Sooth_QGen#9fb7b2b84106	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Cincinnati) land in the 10-20¢ bucket at game start (2026-06-02)?
Sooth_QGen#9fc15e4bbbb0	Will the Kalshi YES mid-market price for Miami (Miami vs Washington) land in the 30-40¢ bucket at game start (2026-06-01)?
Sooth_QGen#9fc1dbbd85dd	Will the Kalshi YES mid-market price for Minnesota (Chicago WS vs Minnesota) land in the 40-50¢ bucket at game start (2026-06-03)?
Sooth_QGen#9fc7b1b26a88	Will the Kalshi YES mid-market price for Cincinnati (Arizona vs Cincinnati) land in the 60-70¢ bucket at game start (2026-06-12)?
Sooth_QGen#9fcc4ae363a5	Will the Kalshi YES mid-market price for New York M (New York M vs Seattle) land in the 40-50¢ bucket at game start (2026-06-03)?
Sooth_QGen#9fce8cd652be	Will the Kalshi YES mid-market price for Kansas City (Texas vs Kansas City) land in the 50-60¢ bucket at game start (2026-06-10)?
Sooth_QGen#9fd1bf33dfa7	Will the Kalshi YES mid-market price for New York (Game 3: San Antonio at New York) land in the 20-30¢ bucket at game start (2026-06-09)?
Sooth_QGen#9fd4e21c6fb9	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs A's) land in the 30-40¢ bucket at game start (2026-06-10)?
Sooth_QGen#9fd6b6cbfbe2	Will the Kalshi YES mid-market price for St. Louis (Chicago C vs St. Louis) land in the 70-80¢ bucket at game start (2026-05-31)?
Sooth_QGen#9fdac56e06a8	Will the Kalshi YES mid-market price for Houston (A's vs Houston) land in the 80-90¢ bucket at game start (2026-06-06)?
Sooth_QGen#9fe72f181807	Will the Kalshi YES mid-market price for Colorado (Chicago C vs Colorado) land in the 30-40¢ bucket at game start (2026-06-10)?
Sooth_QGen#9fefb6a347e0	Will the Kalshi YES mid-market price for San Diego (New York M vs San Diego) land in the 60-70¢ bucket at game start (2026-06-07)?
Sooth_QGen#9ff3574dca4b	Will the Kalshi YES mid-market price for Cleveland (Boston vs Cleveland) land in the 70-80¢ bucket at game start (2026-05-30)?
Sooth_QGen#a007b39c5f90	Will the Kalshi YES mid-market price for Detroit (Detroit vs Tampa Bay) land in the 50-60¢ bucket at game start (2026-06-03)?
Sooth_QGen#a01a17aef899	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles A vs Los Angeles D) land in the 90-100¢ bucket at game start (2026-06-07)?
Sooth_QGen#a01a557dec32	Will the Kalshi YES mid-market price for A's (A's vs Chicago C) land in the 0-10¢ bucket at game start (2026-06-04)?
Sooth_QGen#a01bf44e8f73	Will the Kalshi YES mid-market price for Detroit (Detroit vs Tampa Bay) land in the 90-100¢ bucket at game start (2026-06-03)?
Sooth_QGen#a01dbe30e068	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Toronto) land in the 0-10¢ bucket at game start (2026-06-10)?
Sooth_QGen#a02701101dea	Will the Kalshi YES mid-market price for Minnesota (Minnesota vs Detroit) land in the 80-90¢ bucket at game start (2026-06-09)?
Sooth_QGen#a031b810bab5	Will the Kalshi YES mid-market price for New York Y (New York Y vs Toronto) land in the 40-50¢ bucket at game start (2026-06-13)?
Sooth_QGen#a04357cdab56	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Arizona) land in the 0-10¢ bucket at game start (2026-06-02)?
Sooth_QGen#a04fc843941c	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Milwaukee) land in the 40-50¢ bucket at game start (2026-06-12)?
Sooth_QGen#a057d4a3c899	Will the Kalshi YES mid-market price for A's (A's vs Chicago C) land in the 70-80¢ bucket at game start (2026-06-05)?
Sooth_QGen#a057f2150503	Will the Kalshi YES mid-market price for Minnesota (Minnesota vs Detroit) land in the 40-50¢ bucket at game start (2026-06-10)?
Sooth_QGen#a057fccb7c9f	Will the Kalshi YES mid-market price for Washington (Washington vs San Francisco) land in the 70-80¢ bucket at game start (2026-06-09)?
Sooth_QGen#a061fdc27312	Will the Kalshi YES mid-market price for Arizona (Washington vs Arizona) land in the 90-100¢ bucket at game start (2026-06-06)?
Sooth_QGen#a066db1f28f0	Will the Kalshi YES mid-market price for Washington (Washington vs San Francisco) land in the 90-100¢ bucket at game start (2026-06-09)?
Sooth_QGen#a07490d1684e	Will the Kalshi YES mid-market price for A's (Milwaukee vs A's) land in the 0-10¢ bucket at game start (2026-06-11)?
Sooth_QGen#a088840fe2d4	Will the Kalshi YES mid-market price for Pittsburgh (Minnesota vs Pittsburgh) land in the 90-100¢ bucket at game start (2026-05-31)?
Sooth_QGen#a08d606c2fce	Will the Kalshi YES mid-market price for Chicago WS (Chicago WS vs Minnesota) land in the 50-60¢ bucket at game start (2026-06-03)?
Sooth_QGen#a08fed5e4a6b	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Minnesota) land in the 20-30¢ bucket at game start (2026-06-06)?
Sooth_QGen#a0996c74a64a	Will the Kalshi YES mid-market price for Pittsburgh (Minnesota vs Pittsburgh) land in the 0-10¢ bucket at game start (2026-05-30)?
Sooth_QGen#a09e6840e546	Will the Polymarket 'Which party will win the House in 2026?' Democratic Party YES contract mid-price be at or above $0.78 at 12:00 UTC on June 2, 2026?
Sooth_QGen#a0b067f2b08c	Will the Kalshi YES mid-market price for Arizona (Arizona vs Seattle) land in the 40-50¢ bucket at game start (2026-05-30)?
Sooth_QGen#a0b99c11cbab	Will the Kalshi YES mid-market price for Cleveland (New York Y vs Cleveland) land in the 20-30¢ bucket at game start (2026-06-10)?
Sooth_QGen#a0caf22b4c98	Will the Kalshi YES mid-market price for VGK Golden Knights (Game 3: Carolina at Vegas) land in the 80-90¢ bucket at game start (2026-06-07)?
Sooth_QGen#a0e6a7a3550c	Will the Kalshi YES mid-market price for San Diego (San Diego vs St. Louis) land in the 30-40¢ bucket at game start (2026-06-15)?
Sooth_QGen#a11d7c4e1597	Will the Kalshi YES mid-market price for A's (A's vs Chicago C) land in the 20-30¢ bucket at game start (2026-06-04)?
Sooth_QGen#a12a61d5eb06	Will the Kalshi YES mid-market price for St. Louis (Chicago C vs St. Louis) land in the 0-10¢ bucket at game start (2026-05-30)?
Sooth_QGen#a13426ee88f8	Will the Kalshi YES mid-market price for Texas (Cleveland vs Texas) land in the 40-50¢ bucket at game start (2026-06-06)?
Sooth_QGen#a13ad1a942c0	Will the Kalshi YES mid-market price for San Francisco (Washington vs San Francisco) land in the 30-40¢ bucket at game start (2026-06-10)?
Sooth_QGen#a1560e24a098	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Chicago WS) land in the 70-80¢ bucket at game start (2026-06-14)?
Sooth_QGen#a15a5488c59e	Will the Kalshi YES mid-market price for New York M (St. Louis vs New York M) land in the 10-20¢ bucket at game start (2026-06-10)?
Sooth_QGen#a163d9b4b88a	Will the Kalshi YES mid-market price for San Diego (New York M vs San Diego) land in the 90-100¢ bucket at game start (2026-06-07)?
Sooth_QGen#a17201c79090	Will the Kalshi YES mid-market price for Tampa Bay (Detroit vs Tampa Bay) land in the 70-80¢ bucket at game start (2026-06-02)?
Sooth_QGen#a1988dbed3da	Will the Kalshi YES mid-market price for Colorado (Chicago C vs Colorado) land in the 10-20¢ bucket at game start (2026-06-11)?
Sooth_QGen#a1a1dd1fe749	Will the Kalshi YES mid-market price for New York (Game 4: San Antonio at New York) land in the 30-40¢ bucket at game start (2026-06-11)?
Sooth_QGen#a1bcbdb49654	Will the Kalshi YES mid-market price for Cincinnati (Cincinnati vs St. Louis) land in the 80-90¢ bucket at game start (2026-06-06)?
Sooth_QGen#a1c0cde5cd8f	Will the Kalshi YES mid-market price for St. Louis (Cincinnati vs St. Louis) land in the 30-40¢ bucket at game start (2026-06-07)?
Sooth_QGen#a1d22d9d116b	Will the Kalshi YES mid-market price for Washington (Washington vs Cleveland) land in the 10-20¢ bucket at game start (2026-05-27)?
Sooth_QGen#a1de3c313089	Will the Kalshi YES mid-market price for New York (Game 5: New York at San Antonio) land in the 70-80¢ bucket at game start (2026-06-14)?
Sooth_QGen#a1ef019d21c1	Will the Kalshi YES mid-market price for Texas (Minnesota vs Texas) land in the 40-50¢ bucket at game start (2026-06-16)?
Sooth_QGen#a1fb64b75e8b	Will the Kalshi YES mid-market price for MTL Canadiens (Game 5: Montreal at Carolina) land in the 40-50¢ bucket at game start (2026-05-30)?
Sooth_QGen#a205c6f72f92	Will the Kalshi YES mid-market price for Boston (Texas vs Boston) land in the 60-70¢ bucket at game start (2026-06-12)?
Sooth_QGen#a20868f4f43d	Will the Kalshi YES mid-market price for Los Angeles A (Colorado vs Los Angeles A) land in the 0-10¢ bucket at game start (2026-06-04)?
Sooth_QGen#a20e3b414596	Will the Kalshi YES mid-market price for Los Angeles A (Tampa Bay vs Los Angeles A) land in the 10-20¢ bucket at game start (2026-06-13)?
Sooth_QGen#a217bcdbc5a5	Will the Kalshi YES mid-market price for San Francisco (San Francisco vs Milwaukee) land in the 0-10¢ bucket at game start (2026-06-01)?
Sooth_QGen#a22be217315c	Will the Kalshi YES mid-market price for Green Bay (Will Green Bay win the Green Bay vs Minnesota Pro Football game) land in the 30-40¢ bucket at game start (2026-09-13)?
Sooth_QGen#a248b9487504	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Los Angeles D) land in the 20-30¢ bucket at game start (2026-05-30)?
Sooth_QGen#a24f8a372e97	Will the Kalshi YES mid-market price for Cincinnati (Cincinnati vs San Diego) land in the 90-100¢ bucket at game start (2026-06-10)?
Sooth_QGen#a258d1e020c4	Will the Kalshi YES mid-market price for Detroit (Detroit vs Houston) land in the 40-50¢ bucket at game start (2026-06-16)?
Sooth_QGen#a2716d37f43a	Will the Kalshi YES mid-market price for St. Louis (Cincinnati vs St. Louis) land in the 80-90¢ bucket at game start (2026-06-07)?
Sooth_QGen#a2899c066964	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Toronto) land in the 90-100¢ bucket at game start (2026-06-08)?
Sooth_QGen#a299dab4ca12	Will the Kalshi YES mid-market price for St. Louis (St. Louis vs New York M) land in the 70-80¢ bucket at game start (2026-06-10)?
Sooth_QGen#a2a3a0564c1c	Will the Kalshi YES mid-market price for Tampa Bay (Boston vs Tampa Bay) land in the 80-90¢ bucket at game start (2026-06-10)?
Sooth_QGen#a2a875a4b643	Will the Kalshi YES mid-market price for Chicago WS (Chicago WS vs Minnesota) land in the 30-40¢ bucket at game start (2026-06-03)?
Sooth_QGen#a2b44ee10182	Will the Kalshi YES mid-market price for Boston (Boston vs Cleveland) land in the 10-20¢ bucket at game start (2026-05-31)?
Sooth_QGen#a2c3b022ba3f	Will the Kalshi YES mid-market price for Baltimore (Toronto vs Baltimore) land in the 80-90¢ bucket at game start (2026-05-31)?
Sooth_QGen#a2cb84e66fff	Will the Kalshi YES mid-market price for San Diego (San Diego vs Baltimore) land in the 70-80¢ bucket at game start (2026-06-12)?
Sooth_QGen#a2ce43e80041	Will the Kalshi YES mid-market price for Baltimore (Tampa Bay vs Baltimore) land in the 10-20¢ bucket at game start (2026-05-27)?
Sooth_QGen#a2d7c07f8a5b	Will the Kalshi YES mid-market price for Chicago WS (Chicago WS vs Philadelphia) land in the 60-70¢ bucket at game start (2026-06-06)?
Sooth_QGen#a2d865645381	Will the Kalshi YES mid-market price for Washington (Washington vs Cleveland) land in the 40-50¢ bucket at game start (2026-05-27)?
Sooth_QGen#a2e05170de76	Will the Kalshi YES mid-market price for Los Angeles A (Tampa Bay vs Los Angeles A) land in the 40-50¢ bucket at game start (2026-06-14)?
